%Data filename = Scores_age_AC_500-c1-c3
%Multiplication factor for 99.99% Chi2 CL = 3.97845
%Multiplication factor for  99.9% Chi2 CL = 3.26556
%Multiplication factor for   99% Chi2 CL = 2.51128
%Multiplication factor for   95% Chi2 CL = 1.93841
%Multiplication factor for   90% Chi2 CL = 1.67020
%     Frequency       Real_Power   SWA_background        90%Chi2CL        95%Chi2CL        99%Chi2CL      99.9%Chi2CL     99.99%Chi2CL
      0.6887474        0.1441899        0.1479592        0.2471208        0.2868062        0.3715669        0.4831697        0.5886488
      0.6893724        0.1263303        0.1481832        0.2474950        0.2872404        0.3721295        0.4839012        0.5895401
      0.6899974        0.1279164        0.1484187        0.2478883        0.2876968        0.3727208        0.4846702        0.5904769
      0.6906224        0.1514944        0.1486656        0.2483007        0.2881755        0.3733410        0.4854765        0.5914593
      0.6912474        0.1740510        0.1489240        0.2487323        0.2886764        0.3739899        0.4863204        0.5924874
      0.6918724        0.1739090        0.1491939        0.2491830        0.2891995        0.3746676        0.4872016        0.5935609
      0.6924974        0.1485474        0.1494751        0.2496527        0.2897446        0.3753738        0.4881199        0.5946798
      0.6931224        0.1173923        0.1497676        0.2501412        0.2903116        0.3761083        0.4890751        0.5958434
      0.6937474        0.0983012        0.1500712        0.2506483        0.2909001        0.3768707        0.4900665        0.5970513
      0.6943724        0.1051064        0.1503857        0.2511736        0.2915098        0.3776607        0.4910937        0.5983027
      0.6949974        0.1487202        0.1507110        0.2517169        0.2921403        0.3784775        0.4921559        0.5995968
      0.6956224        0.1947053        0.1510468        0.2522776        0.2927911        0.3793206        0.4932523        0.6009325
      0.6962474        0.1910395        0.1513927        0.2528554        0.2934616        0.3801893        0.4943818        0.6023087
      0.6968724        0.1499376        0.1517484        0.2534495        0.2941512        0.3810827        0.4955435        0.6037239
      0.6974974        0.1206004        0.1521136        0.2540595        0.2948591        0.3819997        0.4967361        0.6051768
      0.6981224        0.1141273        0.1524878        0.2546845        0.2955845        0.3829396        0.4979581        0.6066657
      0.6987474        0.1092005        0.1528706        0.2553239        0.2963266        0.3839009        0.4992083        0.6081888
      0.6993724        0.0976265        0.1532616        0.2559768        0.2970844        0.3848827        0.5004849        0.6097441
      0.6999974        0.0872384        0.1536601        0.2566425        0.2978569        0.3858835        0.5017864        0.6113297
      0.7006224        0.0779490        0.1540657        0.2573199        0.2986431        0.3869021        0.5031108        0.6129432
      0.7012474        0.0712648        0.1544777        0.2580081        0.2994418        0.3879368        0.5044564        0.6145825
      0.7018724        0.0816257        0.1548956        0.2587060        0.3002518        0.3889863        0.5058210        0.6162451
      0.7024974        0.1092130        0.1553188        0.2594127        0.3010720        0.3900488        0.5072027        0.6179285
      0.7031224        0.1415597        0.1557464        0.2601270        0.3019010        0.3911228        0.5085993        0.6196300
      0.7037474        0.1883757        0.1561780        0.2608478        0.3027376        0.3922066        0.5100086        0.6213469
      0.7043724        0.2536029        0.1566127        0.2615739        0.3035803        0.3932984        0.5114283        0.6230765
      0.7049974        0.3098614        0.1570500        0.2623042        0.3044278        0.3943964        0.5128561        0.6248160
      0.7056224        0.3448773        0.1574889        0.2630374        0.3052787        0.3954988        0.5142896        0.6265625
      0.7062474        0.3475921        0.1579289        0.2637723        0.3061317        0.3966038        0.5157265        0.6283130
      0.7068723        0.2916690        0.1583692        0.2645076        0.3069851        0.3977095        0.5171643        0.6300647
      0.7074973        0.2163701        0.1588091        0.2652423        0.3078377        0.3988141        0.5186007        0.6318146
      0.7081223        0.1915312        0.1592478        0.2659749        0.3086881        0.3999157        0.5200332        0.6335599
      0.7087473        0.1953579        0.1596845        0.2667044        0.3095347        0.4010125        0.5214595        0.6352975
      0.7093723        0.1799586        0.1601187        0.2674296        0.3103763        0.4021028        0.5228772        0.6370248
      0.7099973        0.1841030        0.1605495        0.2681491        0.3112114        0.4031847        0.5242841        0.6387388
      0.7106223        0.2448208        0.1609763        0.2688620        0.3120388        0.4042566        0.5256779        0.6404369
      0.7112473        0.2995712        0.1613985        0.2695670        0.3128570        0.4053167        0.5270564        0.6421163
      0.7118723        0.2860905        0.1618153        0.2702632        0.3136650        0.4063634        0.5284175        0.6437746
      0.7124973        0.2299517        0.1622261        0.2709494        0.3144614        0.4073952        0.5297592        0.6454092
      0.7131223        0.1748436        0.1626305        0.2716247        0.3152452        0.4084106        0.5310796        0.6470178
      0.7137473        0.1438829        0.1630277        0.2722882        0.3160152        0.4094082        0.5323768        0.6485982
      0.7143723        0.1670400        0.1634173        0.2729389        0.3167704        0.4103866        0.5336491        0.6501482
      0.7149973        0.2354092        0.1637988        0.2735761        0.3175099        0.4113446        0.5348949        0.6516659
      0.7156223        0.2713926        0.1641717        0.2741989        0.3182327        0.4122811        0.5361126        0.6531496
      0.7162473        0.2353712        0.1645357        0.2748067        0.3189382        0.4131950        0.5373011        0.6545975
      0.7168723        0.1839529        0.1648902        0.2753989        0.3196255        0.4140855        0.5384589        0.6560081
      0.7174973        0.1640756        0.1652351        0.2759749        0.3202940        0.4149515        0.5395851        0.6573801
      0.7181223        0.1556528        0.1655699        0.2765342        0.3209431        0.4157924        0.5406786        0.6587124
      0.7187473        0.1331765        0.1658946        0.2770764        0.3215723        0.4166076        0.5417387        0.6600038
      0.7193723        0.1038182        0.1662087        0.2776011        0.3221813        0.4173966        0.5427646        0.6612537
      0.7199973        0.0936101        0.1665122        0.2781080        0.3227696        0.4181588        0.5437557        0.6624612
      0.7206223        0.1112879        0.1668050        0.2785970        0.3233371        0.4188940        0.5447117        0.6636259
      0.7212473        0.1325511        0.1670869        0.2790678        0.3238836        0.4196019        0.5456323        0.6647475
      0.7218723        0.1371167        0.1673579        0.2795205        0.3244089        0.4202825        0.5465173        0.6658256
      0.7224973        0.1307634        0.1676180        0.2799549        0.3249130        0.4209357        0.5473666        0.6668604
      0.7231223        0.1244855        0.1678672        0.2803711        0.3253961        0.4215615        0.5481804        0.6678518
      0.7237473        0.1256355        0.1681056        0.2807692        0.3258581        0.4221601        0.5489588        0.6688001
      0.7243723        0.1411708        0.1683332        0.2811494        0.3262994        0.4227317        0.5497021        0.6697057
      0.7249973        0.1661192        0.1685502        0.2815118        0.3267200        0.4232767        0.5504108        0.6705691
      0.7256223        0.1826022        0.1687567        0.2818568        0.3271204        0.4237954        0.5510853        0.6713908
      0.7262473        0.1841304        0.1689530        0.2821846        0.3275008        0.4242882        0.5517262        0.6721716
      0.7268723        0.1762321        0.1691392        0.2824955        0.3278617        0.4247558        0.5523341        0.6729123
      0.7274973        0.1563353        0.1693155        0.2827900        0.3282035        0.4251986        0.5529099        0.6736138
      0.7281223        0.1344597        0.1694822        0.2830685        0.3285266        0.4256172        0.5534543        0.6742771
      0.7287473        0.1362375        0.1696396        0.2833313        0.3288317        0.4260124        0.5539682        0.6749032
      0.7293723        0.1480926        0.1697879        0.2835790        0.3291191        0.4263848        0.5544525        0.6754931
      0.7299973        0.1298192        0.1699274        0.2838120        0.3293896        0.4267352        0.5549081        0.6760482
      0.7306223        0.0898082        0.1700584        0.2840309        0.3296436        0.4270643        0.5553361        0.6765696
      0.7312473        0.0774057        0.1701813        0.2842361        0.3298819        0.4273729        0.5557374        0.6770585
      0.7318723        0.1171784        0.1702964        0.2844283        0.3301049        0.4276619        0.5561131        0.6775163
      0.7324973        0.1964009        0.1704039        0.2846079        0.3303133        0.4279319        0.5564643        0.6779441
      0.7331223        0.2835610        0.1705043        0.2847755        0.3305078        0.4281839        0.5567919        0.6783433
      0.7337472        0.3314804        0.1705977        0.2849316        0.3306890        0.4284187        0.5570972        0.6787152
      0.7343722        0.3185747        0.1706847        0.2850768        0.3308576        0.4286370        0.5573811        0.6790611
      0.7349972        0.2906667        0.1707654        0.2852117        0.3310141        0.4288397        0.5576447        0.6793823
      0.7356222        0.3017320        0.1708403        0.2853367        0.3311591        0.4290277        0.5578891        0.6796800
      0.7362472        0.3452207        0.1709095        0.2854523        0.3312934        0.4292016        0.5581153        0.6799555
      0.7368722        0.3778237        0.1709735        0.2855592        0.3314174        0.4293623        0.5583242        0.6802101
      0.7374972        0.3727728        0.1710325        0.2856578        0.3315318        0.4295105        0.5585170        0.6804449
      0.7381222        0.3391487        0.1710869        0.2857485        0.3316371        0.4296469        0.5586944        0.6806611
      0.7387472        0.3071361        0.1711368        0.2858320        0.3317339        0.4297724        0.5588575        0.6808598
      0.7393722        0.2882472        0.1711826        0.2859085        0.3318228        0.4298875        0.5590072        0.6810422
      0.7399972        0.2535868        0.1712246        0.2859786        0.3319042        0.4299929        0.5591443        0.6812092
      0.7406222        0.1896010        0.1712630        0.2860427        0.3319786        0.4300893        0.5592696        0.6813619
      0.7412472        0.1358335        0.1712980        0.2861012        0.3320465        0.4301772        0.5593840        0.6815012
      0.7418722        0.1179549        0.1713299        0.2861545        0.3321083        0.4302573        0.5594881        0.6816281
      0.7424972        0.1207495        0.1713589        0.2862029        0.3321645        0.4303301        0.5595828        0.6817434
      0.7431222        0.1369881        0.1713852        0.2862468        0.3322154        0.4303961        0.5596686        0.6818480
      0.7437472        0.1629396        0.1714090        0.2862865        0.3322615        0.4304558        0.5597463        0.6819426
      0.7443722        0.1725880        0.1714304        0.2863223        0.3323031        0.4305097        0.5598163        0.6820279
      0.7449972        0.1505357        0.1714497        0.2863545        0.3323405        0.4305581        0.5598793        0.6821046
      0.7456222        0.1468657        0.1714670        0.2863834        0.3323740        0.4306015        0.5599357        0.6821734
      0.7462472        0.2517457        0.1714824        0.2864092        0.3324039        0.4306403        0.5599861        0.6822348
      0.7468722        0.4421760        0.1714961        0.2864321        0.3324305        0.4306748        0.5600309        0.6822894
      0.7474972        0.5357255        0.1715083        0.2864524        0.3324540        0.4307052        0.5600705        0.6823376
      0.7481222        0.4266318        0.1715189        0.2864701        0.3324746        0.4307319        0.5601053        0.6823800
      0.7487472        0.2304630        0.1715282        0.2864856        0.3324925        0.4307552        0.5601355        0.6824168
      0.7493722        0.0950296        0.1715361        0.2864989        0.3325080        0.4307751        0.5601615        0.6824485
      0.7499972        0.0435577        0.1715429        0.2865101        0.3325210        0.4307921        0.5601835        0.6824753
      0.7506222        0.0403889        0.1715484        0.2865195        0.3325319        0.4308061        0.5602018        0.6824975
      0.7512472        0.0662478        0.1715529        0.2865270        0.3325406        0.4308174        0.5602165        0.6825154
      0.7518722        0.1075849        0.1715564        0.2865328        0.3325473        0.4308261        0.5602277        0.6825291
      0.7524972        0.1348205        0.1715588        0.2865368        0.3325520        0.4308322        0.5602357        0.6825389
      0.7531222        0.1303896        0.1715603        0.2865393        0.3325548        0.4308359        0.5602404        0.6825446
      0.7537472        0.1207240        0.1715608        0.2865401        0.3325558        0.4308371        0.5602420        0.6825466
